PublicName / Nom public,AgencyDescription / Descriptiondelorganisme,PhysicalAddress1 / Adressemunicipale1,PhysicalAddress2 / Adressemunicipale2,UpdatedOn / Misàjourle,LanguageOfRecord / Languedudossier,PhysicalCity / Villephysique,PhysicalStateProvince / Étatprovincephysique,PhysicalPostalCode / Codepostal,Latitude / Latitude,Longitude / Longitude,PhoneNumberBusinessLine / Numérodetéléphonedaffaires,PhoneTollFree / Téléphonesansfrais,PhoneTTY / TéléphoneATS,PhoneFax / Télécopieur,WebsiteAddress / Adressedusite Web,Hours / Heures,DisabilitiesAccess/ Accèspourhandicapés,FeeStructureSource / Sourcedeléchelledestarifs,ApplicationProcess / Processusdedemande,Eligibility / Admissibilité,LanguagesOfferedList / Listedeslanguesoffertes,Coverage / Portée
Windsor Essex Community Health Centre - Teen Health Centre - Counselling Services,Offre des services de counseling confidentiels aux jeunes.,"1361, avenue Ouellette",,Jan 22 2016  7:23:21,French,Windsor,ON,N8X 1K5,42.3028086,-83.0298488,519-253-8481,,,,http://www.wechc.org,Lun 8h30 -18h * Mar 830 h-20h * Mer 8h30 -20h * Jeu 8h30 -18h * Ven 8h30 -17h *,Entièrement accessible,Gratuit,Accès sans recommandation Aucuns documents requis,Jeunes de 12-24 ans.,anglais,"EssexWindsor, Essex"
Whitefish River First Nation - Health Centre - Mental Health,"Offers specialized assessments, consultation, counselling, referrals, and support to the clients of the Whitefish River First Nation.",17 Rainbow Ridge Road,Unit A,Jun 11 2015  5:51:00,English,Birch Island,ON,P0P 1A0,46.0682113,-81.7776902,705-285-433,1-800-265-4335,,705-285-4532,http://www.whitefishriver.ca,,Not applicable,Free,Self Referral Documents not specified - inquire for more information,Member of the Whitefish River First Nation,English,"Birch Island, Manitoulin"
Whitefish River First Nation - Health Centre - Mental Health,"Offre des service de counselling, d'évaulation spécialisé, des consultations et des recommendations aux clients.",17 chemin Rainbow Ridge,suite A,Jun 11 2015  5:51:00,French,Birch Island,ON,P0P 1A0,46.0682113,-81.7776902,705-285-433,1-800-265-4335,,705-285-4532,http://www.whitefishriver.ca/#!,,Pas applicable,Gratuit,Accès sans recommandation Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Membres de la Première Nation Whitefish River,anglais,"Birch Island, Manitoulin"
Wikwemikong Health Centre - Community Mental Health Centre,Offers mental health support to members.,16A Complex Drive,,Jun 26 2014  8:25:00,English,Wikwemikong,ON,P0P 2J0,45.7975223,-81.7290871,705-859-3164,,,705-859-3300,http://www.wikyhealth.ca/,,Not applicable,Cost unknown - inquire for more information,Application Process unknown - please inquire for more information Documents not specified - inquire for more information,Members of the Wikwemikong Unceded Indian Reserve (WUIR).  *,"Multi, English","Wikwemikong, Manitoulin"
Wikwemikong Health Centre - Community Mental Health Centre,Offre des services de counselling de santé mentale aux membres.,16A promenade Complex,,Jun 26 2014  8:25:00,French,Wikwemikong,ON,P0P 2J0,45.7975223,-81.7290871,705-859-3164,,,705-859-3300,http://www.wikyhealth.ca/nadmadwin/mental_health.html,,Pas applicable,Coût inconnu – se renseigner pour plus d’information,Accès sans recommandation Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Members de la première nation Wikwemikong Unceded Indian Reserve (WUIR).,anglais,"Wikwemikong, Manitoulin"
Women's Health in Women's Hands Community Health Centre - Mental Health Counselling,"Offers individual and group counselling employs a feminist, woman-centered approach  to women with mental health concerns",2 Carlton Street,Suite 500,Jun 11 2015  5:54:00,English,Toronto,ON,M5B 1J3,43.6616018,-79.3827479,416-593-7655,,,416-593-5867,http://www.whiwh.com,Mon 9am-8pm * Tue 9am-8pm * Wed 9am-8pm * Thu 9am-8pm * Fri 9am-5pm *  Every 3rd Saturday ~ 10am - 4pm,Not applicable,Cost unknown - inquire for more information,Registration required Documents not specified - inquire for more information,Women aged 16 and up.,"E, English","Toronto, TorontoScarborough, TorontoYork, TorontoNorth York, TorontoEtobicoke, TorontoMississauga, PeelBrampton, PeelPickering, Durham"
Women's Health in Women's Hands Community Health Centre - Mental Health Counselling,Offre des services de counselling individuel ou en groupe aux femmes qui éprouvent des inquiétudes de santé mentale.   Emploie une approche féministe.,2 rue Carlton,suite 500,Jun 11 2015  5:54:00,French,Toronto,ON,M5B 1J3,43.6616018,-79.3827479,416-593-7655,,,416-593-5867,http://www.whiwh.com,Lun 9h-20h * Mar 9h-20h * Mer 9h-20h * Jeu 9h-20h * Ven 9h-17h *  Chaque 3ème samedi 10:00,Pas applicable,Coût inconnu – se renseigner pour plus d’information,Inscription requise Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Femmes de 16 ans et plus.,anglais,"Toronto, TorontoScarborough, TorontoYork, TorontoNorth York, TorontoEtobicoke, TorontoMississauga, PeelBrampton, PeelPickering, Durham"
Women's Addiction Recovery Mediation - Individual Counselling,Provides community based addiction support services to women 16 years and older.,20 Jarvis Street,,Dec 23 2014  8:26:26,English,Fort Erie,ON,L2A 5M6,42.9299599,-78.9153061,905-871-9195,1-844-538-2400,,,http://www.warmniagara.org,Mon 6:30pm-8pm * Wed 10am-11:30am *,Not applicable,Free,Self Referral No Documentation Required,Women 16 and older,English,Niagara
Women's Addiction Recovery Mediation - Substance Abuse Counselling,Offre des services communautaires aux jeunes femmes qui éprouvent des problèmes de dépendances.,20 rue Jarvis,,Dec 23 2014  8:26:26,French,Fort Erie,ON,L2A 5M6,42.9299599,-78.9153061,905-871-9195,1-844-538-2400,,,http://www.warmniagara.org,Lun 6h30-20h * Mer 10h-11h30am *,Pas applicable,Gratuit,Accès sans recommandation Aucuns documents requis,Femmes de 16 ans et plus.,anglais,Niagara
Woodview Children's Centre - Counselling,Offers group counselling and therapeutic services to children and their families.,643 Park Road North,,Sep 22 2014  3:45:56,English,Brantford,ON,N3T 5L8,43.183441,-80.253922,519-752-5308,,,,http://woodview.ca,,Not applicable,Free,Registration required Documents not specified - inquire for more information,Children ages 0-12 and their families.,English,"BrantBrantford, Brant"
Woodview Children's Centre - Counselling,Offre des services de counselling en groupes et des services thérapeutique aux enfants et leurs familles.,643 chemin Park Nord,,Sep 22 2014  3:45:56,French,Brantford,ON,N3T 5L8,43.183441,-80.253922,519-752-5308,,,,http://woodview.ca,,Pas applicable,Gratuit,Inscription requise Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Enfants de 0-12 ans et leur familles.,anglais,"BrantBrantford, Brant"
Windsor Regional Children's Centre - Walk-In Crisis Clinic,Offers single-session therapy and crisis intervention for children and youth and their families.,3901 Connaught Street,Huot Building,Jan  2 2016  1:52:00,English,Windsor,ON,N9C 4H4,42.2820751,-83.0638104,519-257-5288,,,,http://www.hdgh.org/regionalchildrenscentre,Mon 12pm-6pm * Tue 12pm-6pm * Thu 12pm-6pm *,Not applicable,Cost unknown - inquire for more information,Drop In Health Card,"Children and youth, ages 0-17, and their families.",English,"Windsor, Essex, Essex, Chatham-Kent"
Windsor Regional Children's Centre - Walk-In Crisis Clinic,"Offre des services de couselling, session unique, et d'intervention de crise aux eanfants, jeunes et leurs familles.",3901 rue Connaught,édifice Huot,Jan  2 2016  1:52:00,French,Windsor,ON,N9C 4H4,42.2820751,-83.0638104,519-257-5288,,,,http://www.hdgh.org/regionalchildrenscentre,Lun 12h-18h * Mar 12h-18h * Jeu 12h-18h *,Pas applicable,Coût inconnu – se renseigner pour plus d’information,Aucun rendez-vous requis Carte Santé,Enfants et jeunes et 17 ans et moins et leurs familles.,anglais,"Windsor, Essex, Essex, Chatham-Kent"
Woodview Children's Centre - Intensive Child and Family Services,Offers counselling services to children and youths with significant mental health and behavioral concerns.,643 Park Road North,,Sep 22 2014  3:47:55,English,Brantford,ON,N3T 5L8,43.1873122,-80.2519969,519-752-5308,,,,http://woodview.ca,,Not applicable,Free,Self Referral Documents not specified - inquire for more information,Children and youth ages 7-18.,English,"BrantBrantford, Brant"
Woodview Children's Centre - Intensive Child and Family Services,Offre des services de counselling aux enfants et jeunes ayant des problèmes de santé mentale et de comportement.,643 chemin Park Nord,,Sep 22 2014  3:47:55,French,Brantford,ON,N3T 5L8,43.1873122,-80.2519969,519-752-5308,,,,http://woodview.ca,,Pas applicable,Gratuit,Accès sans recommandation Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Enfants et jeunes de 7-18 ans.,anglais,"BrantBrantford, Brant"
Wholistic Child and Youth - Counselling,Offers individual counselling for Aboriginal children and youth experiencing personal difficulties.,52 Ainslie Street South,,Jun 19 2014  5:50:56,English,Cambridge,ON,N1R 3K3,43.352553,-80.3132303,519-622-6550 ext 212,,,519-743-8769,http://www.wholisticchildandyouth.ca/,,Not applicable,Cost unknown - inquire for more information,Application Process unknown - please inquire for more information Documents not specified - inquire for more information,Aboriginal children and youth.,English,"WaterlooCambridge, Waterloo"
Wholistic Child and Youth - Counselling,Offre des service de counselling individuel aux jeunes Autochtones qui éprouvent des difficultés personnelles et de santé mentale.,52 rue Ainslie Sud,,Jun 19 2014  5:50:56,French,Cambridge,ON,N1R 3K3,43.352553,-80.3132303,519-622-6550 ext 212,,,519-743-8769,http://www.wholisticchildandyouth.ca/,,Pas applicable,Coût inconnu – se renseigner pour plus d’information,Processus d’application inconnu – se renseigner pour plus d’information Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Enfants et jeunes Autochtones.,anglais,"WaterlooCambridge, Waterloo"
White Pines Wellness Centre - Six Nations Health Services New Directions Program,Offers individuals and family counselling to those dealing with substance use/abuse concerns.,1769 Chiefswood Road,,Feb  3 2016  1:23:18,English,Ohsweken,ON,N0A 1M0,43.0738181,-80.1147143,519-445-2947,1-877-650-9700,,519-445-4388,http://www.snhs.ca,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Wheelchair Accessible,Free,Drop In No Documentation Required,Native people ages 5 and up from the Six Nations.,English,"BrantOhsweken, Brant, Frist Nations people from Six Nations of the Grand River regardless of where they live."
White Pines Wellness Centre - Six Nations Health Services - New Directions Program,Offre des services de counselling (individuel et famille) aux personnes qui éprouvent des problèmes de dépendance.,1745 chemin Chiefswood,,Feb  3 2016  1:23:18,French,Ohsweken,ON,N0A 1M0,43.0738181,-80.1147143,519-445-2947,1-877-650-9700,,519-445-4388,http://www.snhs.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Gratuit,Aucun rendez-vous requis Aucuns documents requis,Personnes Autochtone de 5 ans et plus du Six Nations,anglais,"BrantOhsweken, Brant"
Woolwich Counselling Centre - Child & Youth Therapy,Offers confidential counselling and therapy services to children with mental health issues.,65 Memorial Avenue,,Jan 22 2016  8:03:20,English,Elmira,ON,N3B 2R9,43.5939969,-80.5603488,519-669-8651,,,519-669-0980,http://www.woolwichcounselling.org,Mon 10am-9am * Tue 10am-9am * Wed 10am-9am * Thu 10am-9am * Fri 10am-9am *,Wheelchair accessible,Sliding Scale,Appointment Required Documents not specified - inquire for more information,Children & Youth in the Waterloo region.,English,"WaterlooKitchener, Waterloo, Woolwich and Wellesley Townships Waterloo Region"
Woolwich Counselling Centre - Child & Youth Therapy,Offre des services de counselling et de thérapie aux enfants en matière de santé mentale.,65 avenue Memorial,,Jan 22 2016  8:03:20,French,Elmira,ON,N3B 2R9,43.5939969,-80.5603488,519-669-8651,,,519-669-0980,http://www.woolwichcounselling.org,Lun 10h-9amh * Mar 10h-9amh * Mer 10h-9amh * Jeu 10h-9amh * Ven 10h-9amh *,Entièrement accessible,Échelle Mobile,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Enfants dans la region de Waterloo,anglais,"WaterlooKitchener, Waterloo"
Woolwich Counselling Centre - Counselling,"Offers counselling services to couples and families dealing with anxiety, depression and mental health issues.",65 Memorial Avenue,,Feb  9 2016  3:26:29,English,Elmira,ON,N3B 2R9,43.5939969,-80.5603488,519-669-8651,,,519-669-0980,http://www.woolwichcounselling.org,Mon 10am-9pm * Tue 10am-9pm * Wed 10am-9pm * Thu 10am-9pm * Fri 10am-9pm *,Wheelchair accessible,Sliding Scale,Appointment Required Documents not specified - inquire for more information,"Individuals, couples and families in the Waterloo region.",English,Woolwich Township Wellesley Township Waterloo Region
Woolwich Counselling Centre - Counselling,"Offre des services de counselling aux couples et familles qui éprouvent des problèmes d'anxiété, de dépression et de santé mentale.",65 avenue Memorial,,Feb  9 2016  3:26:29,French,Elmira,ON,N3B 2R9,43.5939969,-80.5603488,519-669-8651,,,519-669-0980,http://www.woolwichcounselling.org,Lun 10h-21h * Mar 10h-21h * Mer 10h-21h * Jeu 10h-21h * Ven 10h-21h *,Entièrement accessible,Échelle Mobile,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Couples et familles dans la region de Waterloo.,anglais,
"York Centre for Children, Youth and Families - Community Mental Health Services","Offers a range of treatment and intervention services for children, youth and families.",11225 Leslie Street,,May  9 2014  6:14:26,English,Richmond Hill,ON,L4S 1N5,43.907899,-79.3980373,905-887-5896,,,905-887-0584,http://www.theyorkcentre.ca,Mon 8am-4:30pm * Tue 8am-4:30pm * Wed 8am-4:30pm * Thu 8am-4:30pm * Fri 8am-4:30pm *,Wheelchair accessible,Free,Parental/Guardian Referral Required No Documentation Required,Children and youth 18 years and younger.,English,"YorkRichmond Hill, York"
"York Centre for Children, Youth and Families - Community Mental Health Services","Offre aux enfants, jeunes et famillies une gamme de services de traitement et d'intervention.","11225, rue Leslie",,May  9 2014  6:14:26,French,Richmond Hill,ON,L4S 1N5,43.907899,-79.3980373,905-887-5896,,,905-887-0584,http://www.theyorkcentre.ca,Lun 8h-16h30 * Mar 8h-16h30 * Mer 8h-16h30 * Jeu 8h-16h30 * Ven 8h-16h30 *,Entièrement accessible,Grauit,Recommandation d'un parent/tuteur requise Aucuns documents requis,Enfants et jeunes de 18 ans et moins.,anglais,"YorkRichmond Hill, York"
Yorktown Family Services - Individual and Family Therapy,Offers a full continuum of mental health treatment services for children and their families or caregivers.,2010 Eglinton Avenue West,Suite 300,Jun 23 2014  9:28:00,English,York,ON,M6E 2K3,43.6946846,-79.4554254,416-394-2424,,,,http://www.yorktownfamilyservices.com,Mon 9am-8pm * Tue 9am-8pm * Wed 9am-8pm * Thu 9am-8pm * Fri 9am-5pm *,Wheelchair accessible,Free,Self Referral No Documentation Required,Children and youth 18 years and younger.,English,"York, Toronto"
Yorktown Family Services - Individual and Family Therapy,Offre aux enfants et à leurs familles une gamme de services de traitement relatifs à la santé mentale.,"210, avenue Eglinton Ouest",Suite 300,Jun 23 2014  9:28:00,French,York,ON,M6E 2K3,43.6946846,-79.4554254,416-394-2424,,,,http://www.yorktownfamilyservices.com,Lun 9h-20h * Mar 9h-20h * Mer 9h-20h * Jeu 9h-20h * Ven 9h-17h *,Entièrement accessible,Gratuit,Accès sans recommandation Aucuns documents requis,Enfants et jeunes de 18 ans et moins.,anglais,"York, Toronto"
Youth Net - Mental Health Focus Groups,Offers a guided discussion that centres on mental health for children and youths.,401 Smyth Road,,Apr  2 2016 12:00:00,English,Ottawa,ON,K1H 8L1,45.3990051,-75.6530862,613-738-3915,,,,http://www.youthnet.on.ca/en/,Mon 9am-5pm * Tue 9am-5pm * Wed 9am-5pm * Thu 9am-5pm * Fri 9am-5pm *,Not applicable,Free,Drop In No Documentation Required,Youth ages 13-20 who have mental health concerns,"English, French",Ottawa
Réseau Ado - Groupes de discussion en matière de santé mentale,Offre des services de soutien en groupe pour les enfants et les jeunes ayant des problèmes de santé mentale ou des quéstions.,401 chemin Smyth,,Apr  2 2016 12:00:00,French,Ottawa,ON,K1H 8L1,45.3990051,-75.6530862,613-738-3915,,,,http://www.reseauado.on.ca/fr,Lun 9h-17h * Mar 9h-17h * Mer 9h-17h * Jeu 9h-17h * Ven 9h-17h *,Pas applicable,Gratuit,Aucun rendez-vous requis Aucuns documents requis,Enfants et jeunes de 13-20 ans.,"anglais, français",Ottawa
